loss,"[0.5173160433769226, 0.4785763621330261, 0.473297119140625, 0.46799105405807495, 0.4654964208602905, 0.46165668964385986, 0.4576851427555084, 0.452243834733963, 0.4502205550670624, 0.44618144631385803, 0.445188045501709, 0.4397844672203064, 0.43739253282546997, 0.4371107816696167, 0.4366796016693115, 0.4357697367668152, 0.43559184670448303, 0.4355100095272064, 0.434535413980484, 0.4345867335796356]"
accuracy,"[0.7538250088691711, 0.7776125073432922, 0.7789499759674072, 0.7836999893188477, 0.7856749892234802, 0.7892624735832214, 0.7904750108718872, 0.796162486076355, 0.7973750233650208, 0.7989875078201294, 0.8001624941825867, 0.8035125136375427, 0.8051875233650208, 0.8047875165939331, 0.805400013923645, 0.8057374954223633, 0.8062499761581421, 0.8057000041007996, 0.8063750267028809, 0.8063125014305115]"
auc,"[0.8258203268051147, 0.8526511192321777, 0.8562381267547607, 0.8597532510757446, 0.8614229559898376, 0.8639560341835022, 0.866644561290741, 0.8700829744338989, 0.8713927268981934, 0.8738599419593811, 0.8745748400688171, 0.8778991103172302, 0.8793265223503113, 0.8794865012168884, 0.8797679543495178, 0.8802456855773926, 0.8803738951683044, 0.8805339336395264, 0.8810427784919739, 0.880968451499939]"
val_loss,"[0.611994743347168, 0.5199870467185974, 0.48942431807518005, 0.5029867887496948, 0.4670341908931732, 0.46385496854782104, 0.4615611433982849, 0.45243242383003235, 0.4507932662963867, 0.4615321755409241, 0.47687411308288574, 0.4431847631931305, 0.44249048829078674, 0.44362202286720276, 0.4434968829154968, 0.4420926868915558, 0.44161415100097656, 0.44106537103652954, 0.4445244073867798, 0.4446425437927246]"
val_accuracy,"[0.6123999953269958, 0.7633000016212463, 0.7793999910354614, 0.7592999935150146, 0.7874000072479248, 0.7912999987602234, 0.7890999913215637, 0.7946000099182129, 0.7968000173568726, 0.7883999943733215, 0.7865999937057495, 0.7991999983787537, 0.8003000020980835, 0.7991999983787537, 0.7993000149726868, 0.7990999817848206, 0.7989000082015991, 0.8009999990463257, 0.7983999848365784, 0.7979999780654907]"
val_auc,"[0.717235803604126, 0.8387665748596191, 0.8527299761772156, 0.8358272910118103, 0.8605572581291199, 0.8632675409317017, 0.8645209670066833, 0.8709316253662109, 0.8717244863510132, 0.8646520376205444, 0.8612338304519653, 0.8761975169181824, 0.8765832781791687, 0.8761028051376343, 0.8759410381317139, 0.8767877221107483, 0.8773145079612732, 0.8774355053901672, 0.8754674792289734, 0.8752844333648682]"
lr,"[0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 0.001, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04, 1e-04]"
